date,sku,qty
2025-11-20,SKU-0115,1.0
2025-11-20,SKU-0107,2.0
2025-11-20,SKU-0116,2.0
2025-11-21,SKU-0194,1.0
2025-11-21,SKU-0022,4.0
2025-11-21,SKU-0115,3.0
2025-11-21,SKU-0158,1.0
2025-11-21,SKU-0043,3.0
2025-11-21,SKU-0024,2.0
2025-11-21,SKU-0033,1.0
2025-11-21,SKU-0139,1.0
2025-11-21,SKU-0131,4.0
2025-11-21,SKU-0096,1.0
2025-11-21,SKU-0185,2.0
2025-11-21,SKU-0146,1.0
2025-11-21,SKU-0112,1.0
2025-11-21,SKU-0122,1.0
2025-11-21,SKU-0080,1.0
2025-11-21,SKU-0119,3.0
2025-11-21,SKU-0079,3.0
2025-11-21,SKU-0055,6.0
2025-11-21,SKU-0101,1.0
2025-11-21,SKU-0025,1.0
2025-11-21,SKU-0060,2.0
2025-11-21,SKU-0059,2.0
2025-11-21,SKU-0086,2.0
2025-11-21,SKU-0155,1.0
2025-11-21,SKU-0009,2.0
2025-11-21,SKU-0141,2.0
2025-11-21,SKU-0113,2.0
2025-11-21,SKU-0181,1.0
2025-11-21,SKU-0154,2.0
2025-11-21,SKU-0011,1.0
2025-11-21,SKU-0109,3.0
2025-11-21,SKU-0018,1.0
2025-11-21,SKU-0186,3.0
2025-11-21,SKU-0199,2.0
2025-11-21,SKU-0054,1.0
2025-11-21,SKU-0041,1.0
2025-11-21,SKU-0198,3.0
2025-11-21,SKU-0120,3.0
2025-11-21,SKU-0006,16.0
2025-11-21,SKU-0013,2.0
2025-11-21,SKU-0019,3.0
2025-11-22,SKU-0192,1.0
2025-11-22,SKU-0079,1.0
2025-11-22,SKU-0017,1.0
2025-11-22,SKU-0179,4.0
2025-11-22,SKU-0182,2.0
2025-11-22,SKU-0006,1.0
2025-11-22,SKU-0016,5.0
2025-11-22,SKU-0125,1.0
2025-11-22,SKU-0189,4.0
2025-11-22,SKU-0185,2.0
2025-11-22,SKU-0089,4.0
2025-11-22,SKU-0181,1.0
2025-11-22,SKU-0096,1.0
2025-11-22,SKU-0135,3.0
2025-11-22,SKU-0021,2.0
2025-11-22,SKU-0047,2.0
2025-11-22,SKU-0060,2.0
2025-11-22,SKU-0167,1.0
2025-11-22,SKU-0038,3.0
2025-11-22,SKU-0069,1.0
2025-11-22,SKU-0115,3.0
2025-11-22,SKU-0131,2.0
2025-11-22,SKU-0014,3.0
2025-11-22,SKU-0029,3.0
2025-11-22,SKU-0108,2.0
2025-11-22,SKU-0198,1.0
2025-11-22,SKU-0151,6.0
2025-11-22,SKU-0106,1.0
2025-11-22,SKU-0144,1.0
2025-11-22,SKU-0043,2.0
2025-11-22,SKU-0001,2.0
2025-11-22,SKU-0012,2.0
2025-11-22,SKU-0197,3.0
2025-11-22,SKU-0084,4.0
2025-11-22,SKU-0129,3.0
2025-11-22,SKU-0194,5.0
2025-11-22,SKU-0177,1.0
2025-11-22,SKU-0154,3.0
2025-11-22,SKU-0028,4.0
2025-11-22,SKU-0140,1.0
2025-11-22,SKU-0030,3.0
2025-11-22,SKU-0068,4.0
2025-11-22,SKU-0187,2.0
2025-11-22,SKU-0010,1.0
2025-11-22,SKU-0176,3.0
2025-11-22,SKU-0023,3.0
2025-11-23,SKU-0007,2.0
2025-11-23,SKU-0028,4.0
2025-11-23,SKU-0107,2.0
2025-11-23,SKU-0150,6.0
2025-11-23,SKU-0005,3.0
2025-11-23,SKU-0140,5.0
2025-11-23,SKU-0073,7.0
2025-11-23,SKU-0173,3.0
2025-11-23,SKU-0198,1.0
2025-11-23,SKU-0092,1.0
2025-11-23,SKU-0076,3.0
2025-11-23,SKU-0071,1.0
2025-11-23,SKU-0016,1.0
2025-11-23,SKU-0022,4.0
2025-11-23,SKU-0087,3.0
2025-11-23,SKU-0002,1.0
2025-11-23,SKU-0112,1.0
2025-11-23,SKU-0169,1.0
2025-11-23,SKU-0152,4.0
2025-11-23,SKU-0168,1.0
2025-11-23,SKU-0042,1.0
2025-11-23,SKU-0134,2.0
2025-11-23,SKU-0114,1.0
2025-11-23,SKU-0105,1.0
2025-11-23,SKU-0120,1.0
2025-11-23,SKU-0111,1.0
2025-11-23,SKU-0133,3.0
2025-11-23,SKU-0195,1.0
2025-11-23,SKU-0078,1.0
2025-11-23,SKU-0149,2.0
2025-11-23,SKU-0145,4.0
2025-11-23,SKU-0049,5.0
2025-11-23,SKU-0059,1.0
2025-11-23,SKU-0180,1.0
2025-11-23,SKU-0161,1.0
2025-11-23,SKU-0090,1.0
2025-11-23,SKU-0056,2.0
2025-11-23,SKU-0144,2.0
2025-11-23,SKU-0019,2.0
2025-11-24,SKU-0071,2.0
2025-11-24,SKU-0192,3.0
2025-11-24,SKU-0119,5.0
2025-11-24,SKU-0118,3.0
2025-11-24,SKU-0183,4.0
2025-11-24,SKU-0105,1.0
2025-11-24,SKU-0187,3.0
2025-11-24,SKU-0179,1.0
2025-11-24,SKU-0021,2.0
2025-11-24,SKU-0114,1.0
2025-11-24,SKU-0038,3.0
2025-11-24,SKU-0063,3.0
2025-11-24,SKU-0031,1.0
2025-11-24,SKU-0104,4.0
2025-11-24,SKU-0060,3.0
2025-11-24,SKU-0159,4.0
2025-11-24,SKU-0147,3.0
2025-11-24,SKU-0074,4.0
2025-11-24,SKU-0133,2.0
2025-11-24,SKU-0173,1.0
2025-11-24,SKU-0160,1.0
2025-11-24,SKU-0011,1.0
2025-11-24,SKU-0195,1.0
2025-11-24,SKU-0093,4.0
2025-11-24,SKU-0117,6.0
2025-11-24,SKU-0178,3.0
2025-11-24,SKU-0184,2.0
2025-11-24,SKU-0152,1.0
2025-11-24,SKU-0001,2.0
2025-11-24,SKU-0073,2.0
2025-11-25,SKU-0060,1.0
2025-11-25,SKU-0196,1.0
2025-11-25,SKU-0081,2.0
2025-11-25,SKU-0139,1.0
2025-11-25,SKU-0084,2.0
2025-11-25,SKU-0113,2.0
2025-11-25,SKU-0120,6.0
2025-11-25,SKU-0126,2.0
2025-11-25,SKU-0105,3.0
2025-11-25,SKU-0077,1.0
2025-11-25,SKU-0190,1.0
2025-11-25,SKU-0064,1.0
2025-11-25,SKU-0013,1.0
2025-11-25,SKU-0043,1.0
2025-11-25,SKU-0181,4.0
2025-11-25,SKU-0121,1.0
2025-11-25,SKU-0168,1.0
2025-11-25,SKU-0162,2.0
2025-11-25,SKU-0021,1.0
2025-11-25,SKU-0179,3.0
2025-11-25,SKU-0010,1.0
2025-11-25,SKU-0090,1.0
2025-11-25,SKU-0194,1.0
2025-11-25,SKU-0195,3.0
2025-11-25,SKU-0042,3.0
2025-11-25,SKU-0184,4.0
2025-11-25,SKU-0150,3.0
2025-11-25,SKU-0197,5.0
2025-11-25,SKU-0156,3.0
2025-11-25,SKU-0132,3.0
2025-11-25,SKU-0041,4.0
2025-11-25,SKU-0137,2.0
2025-11-25,SKU-0106,5.0
2025-11-26,SKU-0191,4.0
2025-11-26,SKU-0067,2.0
2025-11-26,SKU-0062,1.0
2025-11-26,SKU-0113,1.0
2025-11-26,SKU-0082,3.0
2025-11-26,SKU-0114,1.0
2025-11-26,SKU-0137,1.0
2025-11-26,SKU-0042,1.0
2025-11-26,SKU-0109,4.0
2025-11-26,SKU-0170,1.0
2025-11-26,SKU-0029,1.0
2025-11-26,SKU-0032,3.0
2025-11-26,SKU-0099,2.0
2025-11-26,SKU-0013,2.0
2025-11-26,SKU-0060,1.0
2025-11-26,SKU-0002,4.0
2025-11-26,SKU-0017,2.0
2025-11-26,SKU-0179,4.0
2025-11-26,SKU-0052,2.0
2025-11-26,SKU-0096,6.0
2025-11-26,SKU-0072,1.0
2025-11-26,SKU-0041,1.0
2025-11-26,SKU-0012,1.0
2025-11-26,SKU-0045,2.0
2025-11-26,SKU-0140,2.0
2025-11-26,SKU-0030,1.0
2025-11-26,SKU-0028,1.0
2025-11-26,SKU-0148,4.0
2025-11-26,SKU-0147,2.0
2025-11-26,SKU-0046,1.0
2025-11-26,SKU-0173,5.0
2025-11-26,SKU-0123,1.0
2025-11-26,SKU-0133,4.0
2025-11-26,SKU-0094,2.0
2025-11-26,SKU-0117,1.0
2025-11-26,SKU-0126,2.0
2025-11-27,SKU-0153,4.0
2025-11-27,SKU-0186,1.0
2025-11-27,SKU-0019,1.0
2025-11-27,SKU-0135,3.0
2025-11-27,SKU-0028,5.0
2025-11-27,SKU-0119,6.0
2025-11-27,SKU-0058,1.0
2025-11-27,SKU-0095,1.0
2025-11-27,SKU-0012,3.0
2025-11-27,SKU-0171,3.0
2025-11-27,SKU-0051,6.0
2025-11-27,SKU-0049,1.0
2025-11-27,SKU-0120,4.0
2025-11-27,SKU-0130,2.0
2025-11-27,SKU-0107,2.0
2025-11-27,SKU-0065,2.0
2025-11-27,SKU-0147,1.0
2025-11-27,SKU-0109,4.0
2025-11-27,SKU-0070,1.0
2025-11-27,SKU-0030,1.0
2025-11-27,SKU-0032,2.0
2025-11-27,SKU-0102,1.0
2025-11-27,SKU-0154,3.0
2025-11-27,SKU-0077,1.0
2025-11-27,SKU-0085,3.0
2025-11-27,SKU-0185,5.0
2025-11-27,SKU-0007,2.0
2025-11-27,SKU-0006,2.0
2025-11-27,SKU-0134,4.0
2025-11-27,SKU-0125,1.0
2025-11-27,SKU-0096,1.0
2025-11-27,SKU-0087,2.0
2025-11-27,SKU-0117,1.0
2025-11-27,SKU-0196,3.0
2025-11-27,SKU-0180,5.0
2025-11-27,SKU-0194,2.0
2025-11-27,SKU-0094,2.0
2025-11-28,SKU-0096,4.0
2025-11-28,SKU-0118,2.0
2025-11-28,SKU-0091,2.0
2025-11-28,SKU-0085,1.0
2025-11-28,SKU-0181,1.0
2025-11-28,SKU-0059,2.0
2025-11-28,SKU-0070,4.0
2025-11-28,SKU-0171,1.0
2025-11-28,SKU-0183,2.0
2025-11-28,SKU-0081,1.0
2025-11-28,SKU-0126,3.0
2025-11-28,SKU-0002,6.0
2025-11-28,SKU-0064,2.0
2025-11-28,SKU-0122,4.0
2025-11-28,SKU-0094,1.0
2025-11-28,SKU-0056,3.0
2025-11-28,SKU-0007,1.0
2025-11-28,SKU-0053,1.0
2025-11-28,SKU-0121,4.0
2025-11-28,SKU-0111,3.0
2025-11-28,SKU-0191,3.0
2025-11-28,SKU-0140,5.0
2025-11-28,SKU-0080,3.0
2025-11-28,SKU-0013,4.0
2025-11-28,SKU-0192,1.0
2025-11-28,SKU-0062,2.0
2025-11-28,SKU-0084,1.0
2025-11-28,SKU-0042,2.0
2025-11-28,SKU-0040,2.0
2025-11-28,SKU-0173,3.0
2025-11-28,SKU-0012,1.0
2025-11-28,SKU-0117,1.0
2025-11-28,SKU-0004,2.0
2025-11-28,SKU-0076,5.0
2025-11-28,SKU-0193,3.0
2025-11-28,SKU-0179,1.0
2025-11-28,SKU-0048,1.0
2025-11-29,SKU-0100,1.0
2025-11-29,SKU-0040,3.0
2025-11-29,SKU-0174,2.0
2025-11-29,SKU-0099,1.0
2025-11-29,SKU-0192,3.0
2025-11-29,SKU-0181,1.0
2025-11-29,SKU-0200,1.0
2025-11-29,SKU-0119,1.0
2025-11-29,SKU-0085,1.0
2025-11-29,SKU-0042,2.0
2025-11-29,SKU-0110,4.0
2025-11-29,SKU-0150,4.0
2025-11-29,SKU-0113,12.0
2025-11-29,SKU-0095,1.0
2025-11-29,SKU-0096,2.0
2025-11-29,SKU-0127,3.0
2025-11-29,SKU-0015,2.0
2025-11-29,SKU-0079,1.0
2025-11-29,SKU-0049,1.0
2025-11-29,SKU-0170,2.0
2025-11-29,SKU-0141,3.0
2025-11-29,SKU-0149,4.0
2025-11-29,SKU-0052,2.0
2025-11-29,SKU-0092,1.0
2025-11-29,SKU-0115,1.0
2025-11-29,SKU-0167,1.0
2025-11-29,SKU-0105,4.0
2025-11-29,SKU-0159,1.0
2025-11-29,SKU-0076,4.0
2025-11-29,SKU-0185,1.0
2025-11-29,SKU-0034,1.0
2025-11-29,SKU-0056,1.0
2025-11-29,SKU-0062,1.0
2025-11-29,SKU-0080,2.0
2025-11-29,SKU-0069,2.0
2025-11-30,SKU-0106,1.0
2025-11-30,SKU-0199,1.0
2025-11-30,SKU-0171,4.0
2025-11-30,SKU-0072,1.0
2025-11-30,SKU-0096,1.0
2025-11-30,SKU-0083,1.0
2025-11-30,SKU-0017,1.0
2025-11-30,SKU-0071,1.0
2025-11-30,SKU-0016,2.0
2025-11-30,SKU-0138,1.0
2025-11-30,SKU-0061,1.0
2025-11-30,SKU-0065,1.0
2025-11-30,SKU-0126,1.0
2025-11-30,SKU-0189,4.0
2025-11-30,SKU-0169,2.0
2025-11-30,SKU-0144,1.0
2025-11-30,SKU-0165,1.0
2025-11-30,SKU-0060,2.0
2025-11-30,SKU-0082,2.0
2025-11-30,SKU-0188,2.0
2025-11-30,SKU-0034,1.0
2025-11-30,SKU-0037,1.0
2025-11-30,SKU-0103,1.0
2025-11-30,SKU-0021,5.0
2025-11-30,SKU-0097,1.0
2025-11-30,SKU-0007,1.0
2025-11-30,SKU-0156,5.0
2025-11-30,SKU-0027,2.0
2025-11-30,SKU-0157,1.0
2025-11-30,SKU-0040,4.0
2025-11-30,SKU-0183,3.0
2025-11-30,SKU-0057,3.0
2025-11-30,SKU-0168,2.0
2025-11-30,SKU-0196,3.0
2025-11-30,SKU-0029,3.0
2025-12-01,SKU-0035,2.0
2025-12-01,SKU-0141,2.0
2025-12-01,SKU-0189,1.0
2025-12-01,SKU-0048,1.0
2025-12-01,SKU-0103,1.0
2025-12-01,SKU-0200,1.0
2025-12-01,SKU-0176,3.0
2025-12-01,SKU-0053,1.0
2025-12-01,SKU-0139,1.0
2025-12-01,SKU-0091,1.0
2025-12-01,SKU-0016,1.0
2025-12-01,SKU-0164,1.0
2025-12-01,SKU-0160,2.0
2025-12-01,SKU-0171,3.0
2025-12-01,SKU-0097,4.0
2025-12-01,SKU-0065,3.0
2025-12-01,SKU-0105,3.0
2025-12-01,SKU-0084,16.0
2025-12-01,SKU-0167,2.0
2025-12-01,SKU-0183,5.0
2025-12-01,SKU-0045,5.0
2025-12-01,SKU-0114,5.0
2025-12-01,SKU-0073,2.0
2025-12-01,SKU-0195,3.0
2025-12-01,SKU-0087,1.0
2025-12-01,SKU-0109,5.0
2025-12-01,SKU-0128,3.0
2025-12-01,SKU-0094,1.0
2025-12-01,SKU-0059,5.0
2025-12-01,SKU-0030,3.0
2025-12-01,SKU-0149,4.0
2025-12-01,SKU-0093,2.0
2025-12-01,SKU-0061,5.0
2025-12-01,SKU-0007,1.0
2025-12-01,SKU-0151,4.0
2025-12-01,SKU-0049,2.0
2025-12-02,SKU-0038,1.0
2025-12-02,SKU-0170,2.0
2025-12-02,SKU-0099,4.0
2025-12-02,SKU-0053,2.0
2025-12-02,SKU-0072,1.0
2025-12-02,SKU-0157,2.0
2025-12-02,SKU-0182,3.0
2025-12-02,SKU-0024,2.0
2025-12-02,SKU-0117,2.0
2025-12-02,SKU-0107,4.0
2025-12-02,SKU-0138,1.0
2025-12-02,SKU-0042,1.0
2025-12-02,SKU-0098,2.0
2025-12-02,SKU-0031,2.0
2025-12-02,SKU-0011,1.0
2025-12-02,SKU-0173,1.0
2025-12-02,SKU-0175,3.0
2025-12-02,SKU-0189,2.0
2025-12-02,SKU-0049,2.0
2025-12-02,SKU-0164,1.0
2025-12-02,SKU-0081,2.0
2025-12-02,SKU-0184,1.0
2025-12-02,SKU-0114,2.0
2025-12-02,SKU-0102,5.0
2025-12-02,SKU-0097,2.0
2025-12-02,SKU-0124,2.0
2025-12-02,SKU-0188,1.0
2025-12-02,SKU-0062,3.0
2025-12-02,SKU-0017,1.0
2025-12-02,SKU-0127,1.0
2025-12-02,SKU-0066,4.0
2025-12-02,SKU-0060,3.0
2025-12-02,SKU-0180,1.0
2025-12-02,SKU-0006,3.0
2025-12-02,SKU-0166,2.0
2025-12-02,SKU-0014,4.0
2025-12-02,SKU-0069,1.0
2025-12-02,SKU-0161,1.0
2025-12-02,SKU-0200,3.0
2025-12-02,SKU-0196,1.0
2025-12-03,SKU-0034,3.0
2025-12-03,SKU-0063,1.0
2025-12-03,SKU-0030,4.0
2025-12-03,SKU-0101,1.0
2025-12-03,SKU-0076,4.0
2025-12-03,SKU-0010,2.0
2025-12-03,SKU-0054,2.0
2025-12-03,SKU-0039,1.0
2025-12-03,SKU-0038,3.0
2025-12-03,SKU-0140,2.0
2025-12-03,SKU-0103,1.0
2025-12-03,SKU-0138,1.0
2025-12-03,SKU-0104,20.0
2025-12-03,SKU-0005,1.0
2025-12-03,SKU-0181,5.0
2025-12-03,SKU-0058,4.0
2025-12-03,SKU-0095,3.0
2025-12-03,SKU-0134,1.0
2025-12-03,SKU-0132,2.0
2025-12-03,SKU-0128,3.0
2025-12-03,SKU-0157,2.0
2025-12-03,SKU-0009,1.0
2025-12-03,SKU-0126,1.0
2025-12-03,SKU-0163,4.0
2025-12-03,SKU-0051,1.0
2025-12-03,SKU-0189,1.0
2025-12-03,SKU-0153,3.0
2025-12-03,SKU-0139,3.0
2025-12-03,SKU-0193,2.0
2025-12-03,SKU-0145,2.0
2025-12-03,SKU-0106,5.0
2025-12-03,SKU-0025,2.0
2025-12-04,SKU-0028,2.0
2025-12-04,SKU-0112,1.0
2025-12-04,SKU-0151,1.0
2025-12-04,SKU-0091,3.0
2025-12-04,SKU-0068,2.0
2025-12-04,SKU-0056,1.0
2025-12-04,SKU-0057,1.0
2025-12-04,SKU-0107,1.0
2025-12-04,SKU-0160,3.0
2025-12-04,SKU-0036,2.0
2025-12-04,SKU-0158,3.0
2025-12-04,SKU-0161,4.0
2025-12-04,SKU-0155,9.0
2025-12-04,SKU-0030,4.0
2025-12-04,SKU-0098,1.0
2025-12-04,SKU-0177,2.0
2025-12-04,SKU-0190,1.0
2025-12-04,SKU-0041,3.0
2025-12-04,SKU-0040,1.0
2025-12-04,SKU-0096,1.0
2025-12-04,SKU-0198,1.0
2025-12-04,SKU-0064,1.0
2025-12-04,SKU-0150,3.0
2025-12-04,SKU-0183,3.0
2025-12-04,SKU-0010,2.0
2025-12-04,SKU-0115,1.0
2025-12-04,SKU-0196,1.0
2025-12-04,SKU-0081,1.0
2025-12-04,SKU-0122,4.0
2025-12-04,SKU-0016,1.0
2025-12-04,SKU-0033,1.0
2025-12-04,SKU-0065,1.0
2025-12-04,SKU-0048,2.0
2025-12-04,SKU-0164,2.0
2025-12-04,SKU-0138,4.0
2025-12-04,SKU-0181,3.0
2025-12-05,SKU-0158,3.0
2025-12-05,SKU-0008,2.0
2025-12-05,SKU-0055,1.0
2025-12-05,SKU-0173,2.0
2025-12-05,SKU-0043,3.0
2025-12-05,SKU-0069,3.0
2025-12-05,SKU-0022,2.0
2025-12-05,SKU-0074,4.0
2025-12-05,SKU-0116,1.0
2025-12-05,SKU-0058,3.0
2025-12-05,SKU-0123,1.0
2025-12-05,SKU-0108,1.0
2025-12-05,SKU-0162,3.0
2025-12-05,SKU-0028,5.0
2025-12-05,SKU-0087,2.0
2025-12-05,SKU-0081,2.0
2025-12-05,SKU-0112,2.0
2025-12-05,SKU-0040,2.0
2025-12-05,SKU-0199,2.0
2025-12-05,SKU-0057,1.0
2025-12-05,SKU-0078,1.0
2025-12-05,SKU-0004,1.0
2025-12-05,SKU-0200,1.0
2025-12-05,SKU-0170,3.0
2025-12-05,SKU-0186,4.0
2025-12-05,SKU-0033,1.0
2025-12-05,SKU-0137,1.0
2025-12-05,SKU-0044,1.0
2025-12-05,SKU-0188,2.0
2025-12-05,SKU-0091,2.0
2025-12-05,SKU-0037,1.0
2025-12-05,SKU-0141,1.0
2025-12-05,SKU-0010,1.0
2025-12-05,SKU-0084,7.0
2025-12-05,SKU-0193,1.0
2025-12-05,SKU-0041,2.0
2025-12-05,SKU-0098,2.0
2025-12-05,SKU-0175,3.0
2025-12-05,SKU-0049,3.0
2025-12-06,SKU-0057,1.0
2025-12-06,SKU-0122,1.0
2025-12-06,SKU-0109,4.0
2025-12-06,SKU-0040,2.0
2025-12-06,SKU-0125,3.0
2025-12-06,SKU-0144,7.0
2025-12-06,SKU-0193,1.0
2025-12-06,SKU-0160,16.0
2025-12-06,SKU-0056,3.0
2025-12-06,SKU-0021,1.0
2025-12-06,SKU-0094,3.0
2025-12-06,SKU-0080,4.0
2025-12-06,SKU-0195,2.0
2025-12-06,SKU-0126,1.0
2025-12-06,SKU-0145,2.0
2025-12-06,SKU-0140,2.0
2025-12-06,SKU-0143,4.0
2025-12-06,SKU-0035,2.0
2025-12-06,SKU-0025,2.0
2025-12-06,SKU-0090,2.0
2025-12-06,SKU-0060,1.0
2025-12-06,SKU-0071,1.0
2025-12-06,SKU-0139,1.0
2025-12-06,SKU-0148,2.0
2025-12-06,SKU-0009,4.0
2025-12-06,SKU-0098,2.0
2025-12-06,SKU-0052,1.0
2025-12-06,SKU-0008,2.0
2025-12-06,SKU-0018,2.0
2025-12-06,SKU-0044,4.0
2025-12-06,SKU-0051,3.0
2025-12-06,SKU-0003,3.0
2025-12-07,SKU-0135,1.0
2025-12-07,SKU-0172,2.0
2025-12-07,SKU-0197,3.0
2025-12-07,SKU-0042,1.0
2025-12-07,SKU-0073,1.0
2025-12-07,SKU-0178,1.0
2025-12-07,SKU-0027,2.0
2025-12-07,SKU-0159,3.0
2025-12-07,SKU-0054,5.0
2025-12-07,SKU-0047,1.0
2025-12-07,SKU-0004,1.0
2025-12-07,SKU-0070,2.0
2025-12-07,SKU-0109,6.0
2025-12-07,SKU-0163,3.0
2025-12-07,SKU-0193,4.0
2025-12-07,SKU-0043,1.0
2025-12-07,SKU-0136,4.0
2025-12-07,SKU-0110,3.0
2025-12-07,SKU-0008,1.0
2025-12-07,SKU-0074,4.0
2025-12-07,SKU-0060,2.0
2025-12-07,SKU-0046,2.0
2025-12-07,SKU-0086,2.0
2025-12-07,SKU-0033,4.0
2025-12-07,SKU-0189,1.0
2025-12-07,SKU-0134,3.0
2025-12-07,SKU-0034,2.0
2025-12-07,SKU-0147,3.0
2025-12-07,SKU-0131,3.0
2025-12-07,SKU-0196,3.0
2025-12-07,SKU-0035,2.0
2025-12-07,SKU-0088,2.0
2025-12-07,SKU-0095,2.0
2025-12-07,SKU-0092,3.0
2025-12-07,SKU-0032,2.0
2025-12-07,SKU-0106,1.0
2025-12-07,SKU-0079,4.0
2025-12-08,SKU-0120,1.0
2025-12-08,SKU-0024,4.0
2025-12-08,SKU-0144,1.0
2025-12-08,SKU-0184,1.0
2025-12-08,SKU-0097,1.0
2025-12-08,SKU-0183,2.0
2025-12-08,SKU-0166,2.0
2025-12-08,SKU-0007,4.0
2025-12-08,SKU-0124,2.0
2025-12-08,SKU-0035,1.0
2025-12-08,SKU-0141,5.0
2025-12-08,SKU-0130,2.0
2025-12-08,SKU-0052,2.0
2025-12-08,SKU-0200,3.0
2025-12-08,SKU-0172,1.0
2025-12-08,SKU-0189,2.0
2025-12-08,SKU-0063,1.0
2025-12-08,SKU-0118,3.0
2025-12-08,SKU-0107,2.0
2025-12-08,SKU-0115,1.0
2025-12-08,SKU-0108,2.0
2025-12-08,SKU-0078,1.0
2025-12-08,SKU-0098,1.0
2025-12-08,SKU-0073,2.0
2025-12-08,SKU-0008,4.0
2025-12-08,SKU-0147,3.0
2025-12-08,SKU-0087,3.0
2025-12-08,SKU-0045,3.0
2025-12-08,SKU-0012,1.0
2025-12-08,SKU-0192,3.0
2025-12-08,SKU-0178,2.0
2025-12-08,SKU-0142,5.0
2025-12-08,SKU-0158,2.0
2025-12-08,SKU-0123,2.0
2025-12-08,SKU-0029,3.0
2025-12-08,SKU-0185,1.0
2025-12-08,SKU-0050,3.0
2025-12-09,SKU-0092,2.0
2025-12-09,SKU-0118,1.0
2025-12-09,SKU-0067,1.0
2025-12-09,SKU-0147,2.0
2025-12-09,SKU-0141,1.0
2025-12-09,SKU-0178,4.0
2025-12-09,SKU-0185,3.0
2025-12-09,SKU-0135,1.0
2025-12-09,SKU-0005,1.0
2025-12-09,SKU-0035,15.0
2025-12-09,SKU-0113,4.0
2025-12-09,SKU-0200,2.0
2025-12-09,SKU-0062,4.0
2025-12-09,SKU-0103,3.0
2025-12-09,SKU-0145,3.0
2025-12-09,SKU-0038,4.0
2025-12-09,SKU-0004,2.0
2025-12-09,SKU-0132,1.0
2025-12-09,SKU-0115,3.0
2025-12-09,SKU-0107,2.0
2025-12-09,SKU-0074,4.0
2025-12-09,SKU-0106,1.0
2025-12-09,SKU-0188,1.0
2025-12-09,SKU-0015,1.0
2025-12-09,SKU-0047,2.0
2025-12-09,SKU-0080,1.0
2025-12-09,SKU-0048,1.0
2025-12-09,SKU-0079,4.0
2025-12-09,SKU-0161,2.0
2025-12-09,SKU-0034,1.0
2025-12-09,SKU-0022,1.0
2025-12-09,SKU-0016,3.0
2025-12-09,SKU-0196,3.0
2025-12-09,SKU-0077,3.0
2025-12-09,SKU-0126,3.0
2025-12-09,SKU-0151,1.0
2025-12-10,SKU-0132,1.0
2025-12-10,SKU-0086,2.0
2025-12-10,SKU-0126,3.0
2025-12-10,SKU-0067,1.0
2025-12-10,SKU-0141,2.0
2025-12-10,SKU-0082,2.0
2025-12-10,SKU-0185,2.0
2025-12-10,SKU-0085,3.0
2025-12-10,SKU-0176,2.0
2025-12-10,SKU-0007,2.0
2025-12-10,SKU-0131,2.0
2025-12-10,SKU-0197,3.0
2025-12-10,SKU-0089,1.0
2025-12-10,SKU-0008,3.0
2025-12-10,SKU-0034,3.0
2025-12-10,SKU-0061,2.0
2025-12-10,SKU-0110,4.0
2025-12-10,SKU-0030,4.0
2025-12-10,SKU-0031,2.0
2025-12-10,SKU-0027,3.0
2025-12-10,SKU-0200,2.0
2025-12-10,SKU-0170,2.0
2025-12-10,SKU-0002,2.0
2025-12-10,SKU-0084,10.0
2025-12-10,SKU-0006,3.0
2025-12-10,SKU-0038,3.0
2025-12-10,SKU-0118,3.0
2025-12-10,SKU-0129,3.0
2025-12-10,SKU-0117,1.0
2025-12-10,SKU-0091,1.0
2025-12-10,SKU-0178,1.0
2025-12-10,SKU-0064,7.0
2025-12-10,SKU-0173,2.0
2025-12-10,SKU-0081,3.0
2025-12-10,SKU-0093,2.0
2025-12-10,SKU-0012,4.0
2025-12-11,SKU-0112,5.0
2025-12-11,SKU-0034,2.0
2025-12-11,SKU-0173,3.0
2025-12-11,SKU-0011,3.0
2025-12-11,SKU-0014,1.0
2025-12-11,SKU-0110,2.0
2025-12-11,SKU-0042,2.0
2025-12-11,SKU-0131,3.0
2025-12-11,SKU-0119,2.0
2025-12-11,SKU-0084,1.0
2025-12-11,SKU-0121,1.0
2025-12-11,SKU-0097,3.0
2025-12-11,SKU-0023,1.0
2025-12-11,SKU-0058,2.0
2025-12-11,SKU-0049,1.0
2025-12-11,SKU-0140,1.0
2025-12-11,SKU-0191,2.0
2025-12-11,SKU-0148,2.0
2025-12-11,SKU-0199,1.0
2025-12-11,SKU-0033,1.0
2025-12-11,SKU-0043,2.0
2025-12-11,SKU-0180,3.0
2025-12-11,SKU-0103,4.0
2025-12-11,SKU-0055,4.0
2025-12-11,SKU-0027,1.0
2025-12-11,SKU-0151,2.0
2025-12-11,SKU-0013,1.0
2025-12-11,SKU-0098,1.0
2025-12-11,SKU-0028,4.0
2025-12-11,SKU-0169,1.0
2025-12-11,SKU-0178,1.0
2025-12-11,SKU-0018,1.0
2025-12-11,SKU-0080,3.0
2025-12-12,SKU-0005,1.0
2025-12-12,SKU-0007,2.0
2025-12-12,SKU-0076,4.0
2025-12-12,SKU-0015,2.0
2025-12-12,SKU-0133,1.0
2025-12-12,SKU-0153,2.0
2025-12-12,SKU-0185,4.0
2025-12-12,SKU-0019,1.0
2025-12-12,SKU-0172,4.0
2025-12-12,SKU-0097,6.0
2025-12-12,SKU-0087,3.0
